"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2021 18:00:00 - 02/01/2021 19:00:00","BZN|LT","Without sequence","61.56","",""
"02/01/2021 19:00:00 - 02/01/2021 20:00:00","BZN|LT","Without sequence","56.17","",""
"02/01/2021 20:00:00 - 02/01/2021 21:00:00","BZN|LT","Without sequence","55.01","",""
"02/01/2021 21:00:00 - 02/01/2021 22:00:00","BZN|LT","Without sequence","52.6","",""
"02/01/2021 22:00:00 - 02/01/2021 23:00:00","BZN|LT","Without sequence","47.13","",""
"02/01/2021 23:00:00 - 03/01/2021 00:00:00","BZN|LT","Without sequence","39.56","",""
"03/01/2021 00:00:00 - 03/01/2021 01:00:00","BZN|LT","Without sequence","25.27","",""
"03/01/2021 01:00:00 - 03/01/2021 02:00:00","BZN|LT","Without sequence","24.59","",""
"03/01/2021 02:00:00 - 03/01/2021 03:00:00","BZN|LT","Without sequence","23.86","",""
"03/01/2021 03:00:00 - 03/01/2021 04:00:00","BZN|LT","Without sequence","23.57","",""
"03/01/2021 04:00:00 - 03/01/2021 05:00:00","BZN|LT","Without sequence","23.49","",""
"03/01/2021 05:00:00 - 03/01/2021 06:00:00","BZN|LT","Without sequence","23.85","",""
"03/01/2021 06:00:00 - 03/01/2021 07:00:00","BZN|LT","Without sequence","24.05","",""
"03/01/2021 07:00:00 - 03/01/2021 08:00:00","BZN|LT","Without sequence","24.8","",""
"03/01/2021 08:00:00 - 03/01/2021 09:00:00","BZN|LT","Without sequence","24.97","",""
"03/01/2021 09:00:00 - 03/01/2021 10:00:00","BZN|LT","Without sequence","25.65","",""
"03/01/2021 10:00:00 - 03/01/2021 11:00:00","BZN|LT","Without sequence","36.64","",""
"03/01/2021 11:00:00 - 03/01/2021 12:00:00","BZN|LT","Without sequence","36.73","",""
"03/01/2021 12:00:00 - 03/01/2021 13:00:00","BZN|LT","Without sequence","36.83","",""
"03/01/2021 13:00:00 - 03/01/2021 14:00:00","BZN|LT","Without sequence","36.31","",""
"03/01/2021 14:00:00 - 03/01/2021 15:00:00","BZN|LT","Without sequence","35.55","",""
"03/01/2021 15:00:00 - 03/01/2021 16:00:00","BZN|LT","Without sequence","36.76","",""
"03/01/2021 16:00:00 - 03/01/2021 17:00:00","BZN|LT","Without sequence","43.33","",""
"03/01/2021 17:00:00 - 03/01/2021 18:00:00","BZN|LT","Without sequence","44.45","",""
"03/01/2021 18:00:00 - 03/01/2021 19:00:00","BZN|LT","Without sequence","43.35","",""
"03/01/2021 19:00:00 - 03/01/2021 20:00:00","BZN|LT","Without sequence","42.45","",""
"03/01/2021 20:00:00 - 03/01/2021 21:00:00","BZN|LT","Without sequence","36.95","",""
"03/01/2021 21:00:00 - 03/01/2021 22:00:00","BZN|LT","Without sequence","34.79","",""
"03/01/2021 22:00:00 - 03/01/2021 23:00:00","BZN|LT","Without sequence","26.18","",""
"03/01/2021 23:00:00 - 04/01/2021 00:00:00","BZN|LT","Without sequence","24.92","",""
"04/01/2021 00:00:00 - 04/01/2021 01:00:00","BZN|LT","Without sequence","24.66","",""
"04/01/2021 01:00:00 - 04/01/2021 02:00:00","BZN|LT","Without sequence","24.05","",""
"04/01/2021 02:00:00 - 04/01/2021 03:00:00","BZN|LT","Without sequence","23.88","",""
"04/01/2021 03:00:00 - 04/01/2021 04:00:00","BZN|LT","Without sequence","24.03","",""
"04/01/2021 04:00:00 - 04/01/2021 05:00:00","BZN|LT","Without sequence","24.58","",""
"04/01/2021 05:00:00 - 04/01/2021 06:00:00","BZN|LT","Without sequence","25.84","",""
"04/01/2021 06:00:00 - 04/01/2021 07:00:00","BZN|LT","Without sequence","28.21","",""
"04/01/2021 07:00:00 - 04/01/2021 08:00:00","BZN|LT","Without sequence","49.76","",""
"04/01/2021 08:00:00 - 04/01/2021 09:00:00","BZN|LT","Without sequence","54.42","",""
"04/01/2021 09:00:00 - 04/01/2021 10:00:00","BZN|LT","Without sequence","55.69","",""
"04/01/2021 10:00:00 - 04/01/2021 11:00:00","BZN|LT","Without sequence","55.8","",""
"04/01/2021 11:00:00 - 04/01/2021 12:00:00","BZN|LT","Without sequence","58.27","",""
"04/01/2021 12:00:00 - 04/01/2021 13:00:00","BZN|LT","Without sequence","57.52","",""
"04/01/2021 13:00:00 - 04/01/2021 14:00:00","BZN|LT","Without sequence","56.53","",""
"04/01/2021 14:00:00 - 04/01/2021 15:00:00","BZN|LT","Without sequence","57.99","",""
"04/01/2021 15:00:00 - 04/01/2021 16:00:00","BZN|LT","Without sequence","58.03","",""
"04/01/2021 16:00:00 - 04/01/2021 17:00:00","BZN|LT","Without sequence","60.5","",""
"04/01/2021 17:00:00 - 04/01/2021 18:00:00","BZN|LT","Without sequence","65.22","",""
"04/01/2021 18:00:00 - 04/01/2021 19:00:00","BZN|LT","Without sequence","60.05","",""
"04/01/2021 19:00:00 - 04/01/2021 20:00:00","BZN|LT","Without sequence","53.73","",""
"04/01/2021 20:00:00 - 04/01/2021 21:00:00","BZN|LT","Without sequence","37.68","",""
"04/01/2021 21:00:00 - 04/01/2021 22:00:00","BZN|LT","Without sequence","38.49","",""
"04/01/2021 22:00:00 - 04/01/2021 23:00:00","BZN|LT","Without sequence","30.95","",""
"04/01/2021 23:00:00 - 05/01/2021 00:00:00","BZN|LT","Without sequence","27.35","",""
"05/01/2021 00:00:00 - 05/01/2021 01:00:00","BZN|LT","Without sequence","27.81","",""
"05/01/2021 01:00:00 - 05/01/2021 02:00:00","BZN|LT","Without sequence","27.45","",""
"05/01/2021 02:00:00 - 05/01/2021 03:00:00","BZN|LT","Without sequence","27.08","",""
"05/01/2021 03:00:00 - 05/01/2021 04:00:00","BZN|LT","Without sequence","27.14","",""
"05/01/2021 04:00:00 - 05/01/2021 05:00:00","BZN|LT","Without sequence","27.79","",""
"05/01/2021 05:00:00 - 05/01/2021 06:00:00","BZN|LT","Without sequence","29.81","",""
"05/01/2021 06:00:00 - 05/01/2021 07:00:00","BZN|LT","Without sequence","35.78","",""
"05/01/2021 07:00:00 - 05/01/2021 08:00:00","BZN|LT","Without sequence","53.64","",""
"05/01/2021 08:00:00 - 05/01/2021 09:00:00","BZN|LT","Without sequence","60.0","",""
"05/01/2021 09:00:00 - 05/01/2021 10:00:00","BZN|LT","Without sequence","60.12","",""
"05/01/2021 10:00:00 - 05/01/2021 11:00:00","BZN|LT","Without sequence","61.18","",""
"05/01/2021 11:00:00 - 05/01/2021 12:00:00","BZN|LT","Without sequence","62.46","",""
"05/01/2021 12:00:00 - 05/01/2021 13:00:00","BZN|LT","Without sequence","61.48","",""
"05/01/2021 13:00:00 - 05/01/2021 14:00:00","BZN|LT","Without sequence","62.29","",""
"05/01/2021 14:00:00 - 05/01/2021 15:00:00","BZN|LT","Without sequence","62.04","",""
"05/01/2021 15:00:00 - 05/01/2021 16:00:00","BZN|LT","Without sequence","62.51","",""
"05/01/2021 16:00:00 - 05/01/2021 17:00:00","BZN|LT","Without sequence","64.26","",""
"05/01/2021 17:00:00 - 05/01/2021 18:00:00","BZN|LT","Without sequence","65.6","",""
"05/01/2021 18:00:00 - 05/01/2021 19:00:00","BZN|LT","Without sequence","60.13","",""
"05/01/2021 19:00:00 - 05/01/2021 20:00:00","BZN|LT","Without sequence","54.66","",""
"05/01/2021 20:00:00 - 05/01/2021 21:00:00","BZN|LT","Without sequence","40.78","",""
"05/01/2021 21:00:00 - 05/01/2021 22:00:00","BZN|LT","Without sequence","39.6","",""
"05/01/2021 22:00:00 - 05/01/2021 23:00:00","BZN|LT","Without sequence","32.06","",""
"05/01/2021 23:00:00 - 06/01/2021 00:00:00","BZN|LT","Without sequence","29.21","",""
"06/01/2021 00:00:00 - 06/01/2021 01:00:00","BZN|LT","Without sequence","29.83","",""
"06/01/2021 01:00:00 - 06/01/2021 02:00:00","BZN|LT","Without sequence","28.72","",""
"06/01/2021 02:00:00 - 06/01/2021 03:00:00","BZN|LT","Without sequence","28.11","",""
"06/01/2021 03:00:00 - 06/01/2021 04:00:00","BZN|LT","Without sequence","27.98","",""
"06/01/2021 04:00:00 - 06/01/2021 05:00:00","BZN|LT","Without sequence","28.16","",""
"06/01/2021 05:00:00 - 06/01/2021 06:00:00","BZN|LT","Without sequence","29.0","",""
"06/01/2021 06:00:00 - 06/01/2021 07:00:00","BZN|LT","Without sequence","30.72","",""
"06/01/2021 07:00:00 - 06/01/2021 08:00:00","BZN|LT","Without sequence","35.54","",""
"06/01/2021 08:00:00 - 06/01/2021 09:00:00","BZN|LT","Without sequence","39.18","",""
"06/01/2021 09:00:00 - 06/01/2021 10:00:00","BZN|LT","Without sequence","41.88","",""
"06/01/2021 10:00:00 - 06/01/2021 11:00:00","BZN|LT","Without sequence","46.07","",""
"06/01/2021 11:00:00 - 06/01/2021 12:00:00","BZN|LT","Without sequence","45.27","",""
"06/01/2021 12:00:00 - 06/01/2021 13:00:00","BZN|LT","Without sequence","46.21","",""
"06/01/2021 13:00:00 - 06/01/2021 14:00:00","BZN|LT","Without sequence","47.35","",""
"06/01/2021 14:00:00 - 06/01/2021 15:00:00","BZN|LT","Without sequence","51.31","",""
"06/01/2021 15:00:00 - 06/01/2021 16:00:00","BZN|LT","Without sequence","54.9","",""
"06/01/2021 16:00:00 - 06/01/2021 17:00:00","BZN|LT","Without sequence","58.4","",""
"06/01/2021 17:00:00 - 06/01/2021 18:00:00","BZN|LT","Without sequence","59.93","",""
"06/01/2021 18:00:00 - 06/01/2021 19:00:00","BZN|LT","Without sequence","55.67","",""
"06/01/2021 19:00:00 - 06/01/2021 20:00:00","BZN|LT","Without sequence","50.25","",""
"06/01/2021 20:00:00 - 06/01/2021 21:00:00","BZN|LT","Without sequence","39.84","",""
"06/01/2021 21:00:00 - 06/01/2021 22:00:00","BZN|LT","Without sequence","39.93","",""
"06/01/2021 22:00:00 - 06/01/2021 23:00:00","BZN|LT","Without sequence","38.7","",""
"06/01/2021 23:00:00 - 07/01/2021 00:00:00","BZN|LT","Without sequence","32.5","",""
"07/01/2021 00:00:00 - 07/01/2021 01:00:00","BZN|LT","Without sequence","43.08","",""
"07/01/2021 01:00:00 - 07/01/2021 02:00:00","BZN|LT","Without sequence","40.9","",""
"07/01/2021 02:00:00 - 07/01/2021 03:00:00","BZN|LT","Without sequence","39.19","",""
"07/01/2021 03:00:00 - 07/01/2021 04:00:00","BZN|LT","Without sequence","39.78","",""
"07/01/2021 04:00:00 - 07/01/2021 05:00:00","BZN|LT","Without sequence","41.28","",""
"07/01/2021 05:00:00 - 07/01/2021 06:00:00","BZN|LT","Without sequence","45.54","",""
"07/01/2021 06:00:00 - 07/01/2021 07:00:00","BZN|LT","Without sequence","55.97","",""
"07/01/2021 07:00:00 - 07/01/2021 08:00:00","BZN|LT","Without sequence","67.8","",""
"07/01/2021 08:00:00 - 07/01/2021 09:00:00","BZN|LT","Without sequence","84.43","",""
"07/01/2021 09:00:00 - 07/01/2021 10:00:00","BZN|LT","Without sequence","83.86","",""
"07/01/2021 10:00:00 - 07/01/2021 11:00:00","BZN|LT","Without sequence","82.44","",""
"07/01/2021 11:00:00 - 07/01/2021 12:00:00","BZN|LT","Without sequence","85.99","",""
"07/01/2021 12:00:00 - 07/01/2021 13:00:00","BZN|LT","Without sequence","84.71","",""
"07/01/2021 13:00:00 - 07/01/2021 14:00:00","BZN|LT","Without sequence","82.29","",""
"07/01/2021 14:00:00 - 07/01/2021 15:00:00","BZN|LT","Without sequence","78.62","",""
"07/01/2021 15:00:00 - 07/01/2021 16:00:00","BZN|LT","Without sequence","81.57","",""
"07/01/2021 16:00:00 - 07/01/2021 17:00:00","BZN|LT","Without sequence","89.68","",""
"07/01/2021 17:00:00 - 07/01/2021 18:00:00","BZN|LT","Without sequence","99.91","",""
"07/01/2021 18:00:00 - 07/01/2021 19:00:00","BZN|LT","Without sequence","84.62","",""
"07/01/2021 19:00:00 - 07/01/2021 20:00:00","BZN|LT","Without sequence","77.79","",""
"07/01/2021 20:00:00 - 07/01/2021 21:00:00","BZN|LT","Without sequence","65.2","",""
"07/01/2021 21:00:00 - 07/01/2021 22:00:00","BZN|LT","Without sequence","59.33","",""
"07/01/2021 22:00:00 - 07/01/2021 23:00:00","BZN|LT","Without sequence","58.26","",""
"07/01/2021 23:00:00 - 08/01/2021 00:00:00","BZN|LT","Without sequence","50.99","",""
"08/01/2021 00:00:00 - 08/01/2021 01:00:00","BZN|LT","Without sequence","49.31","",""
"08/01/2021 01:00:00 - 08/01/2021 02:00:00","BZN|LT","Without sequence","47.38","",""
"08/01/2021 02:00:00 - 08/01/2021 03:00:00","BZN|LT","Without sequence","45.78","",""
"08/01/2021 03:00:00 - 08/01/2021 04:00:00","BZN|LT","Without sequence","44.51","",""
"08/01/2021 04:00:00 - 08/01/2021 05:00:00","BZN|LT","Without sequence","45.69","",""
"08/01/2021 05:00:00 - 08/01/2021 06:00:00","BZN|LT","Without sequence","50.33","",""
"08/01/2021 06:00:00 - 08/01/2021 07:00:00","BZN|LT","Without sequence","59.71","",""
"08/01/2021 07:00:00 - 08/01/2021 08:00:00","BZN|LT","Without sequence","79.56","",""
"08/01/2021 08:00:00 - 08/01/2021 09:00:00","BZN|LT","Without sequence","103.54","",""
"08/01/2021 09:00:00 - 08/01/2021 10:00:00","BZN|LT","Without sequence","107.8","",""
"08/01/2021 10:00:00 - 08/01/2021 11:00:00","BZN|LT","Without sequence","107.32","",""
"08/01/2021 11:00:00 - 08/01/2021 12:00:00","BZN|LT","Without sequence","104.26","",""
"08/01/2021 12:00:00 - 08/01/2021 13:00:00","BZN|LT","Without sequence","99.91","",""
"08/01/2021 13:00:00 - 08/01/2021 14:00:00","BZN|LT","Without sequence","95.27","",""
"08/01/2021 14:00:00 - 08/01/2021 15:00:00","BZN|LT","Without sequence","92.72","",""
"08/01/2021 15:00:00 - 08/01/2021 16:00:00","BZN|LT","Without sequence","95.42","",""
"08/01/2021 16:00:00 - 08/01/2021 17:00:00","BZN|LT","Without sequence","95.0","",""
"08/01/2021 17:00:00 - 08/01/2021 18:00:00","BZN|LT","Without sequence","110.0","",""
"08/01/2021 18:00:00 - 08/01/2021 19:00:00","BZN|LT","Without sequence","99.95","",""
"08/01/2021 19:00:00 - 08/01/2021 20:00:00","BZN|LT","Without sequence","80.12","",""
"08/01/2021 20:00:00 - 08/01/2021 21:00:00","BZN|LT","Without sequence","61.48","",""
"08/01/2021 21:00:00 - 08/01/2021 22:00:00","BZN|LT","Without sequence","59.43","",""
"08/01/2021 22:00:00 - 08/01/2021 23:00:00","BZN|LT","Without sequence","56.22","",""
"08/01/2021 23:00:00 - 09/01/2021 00:00:00","BZN|LT","Without sequence","50.48","",""
"09/01/2021 00:00:00 - 09/01/2021 01:00:00","BZN|LT","Without sequence","47.58","",""
"09/01/2021 01:00:00 - 09/01/2021 02:00:00","BZN|LT","Without sequence","47.04","",""
"09/01/2021 02:00:00 - 09/01/2021 03:00:00","BZN|LT","Without sequence","46.48","",""
"09/01/2021 03:00:00 - 09/01/2021 04:00:00","BZN|LT","Without sequence","47.67","",""
"09/01/2021 04:00:00 - 09/01/2021 05:00:00","BZN|LT","Without sequence","48.04","",""
"09/01/2021 05:00:00 - 09/01/2021 06:00:00","BZN|LT","Without sequence","47.77","",""
"09/01/2021 06:00:00 - 09/01/2021 07:00:00","BZN|LT","Without sequence","48.26","",""
"09/01/2021 07:00:00 - 09/01/2021 08:00:00","BZN|LT","Without sequence","52.16","",""
"09/01/2021 08:00:00 - 09/01/2021 09:00:00","BZN|LT","Without sequence","58.36","",""
"09/01/2021 09:00:00 - 09/01/2021 10:00:00","BZN|LT","Without sequence","64.68","",""
"09/01/2021 10:00:00 - 09/01/2021 11:00:00","BZN|LT","Without sequence","65.61","",""
"09/01/2021 11:00:00 - 09/01/2021 12:00:00","BZN|LT","Without sequence","65.89","",""
"09/01/2021 12:00:00 - 09/01/2021 13:00:00","BZN|LT","Without sequence","65.22","",""
"09/01/2021 13:00:00 - 09/01/2021 14:00:00","BZN|LT","Without sequence","61.03","",""
"09/01/2021 14:00:00 - 09/01/2021 15:00:00","BZN|LT","Without sequence","59.75","",""
"09/01/2021 15:00:00 - 09/01/2021 16:00:00","BZN|LT","Without sequence","60.0","",""
"09/01/2021 16:00:00 - 09/01/2021 17:00:00","BZN|LT","Without sequence","62.78","",""
"09/01/2021 17:00:00 - 09/01/2021 18:00:00","BZN|LT","Without sequence","69.92","",""
"09/01/2021 18:00:00 - 09/01/2021 19:00:00","BZN|LT","Without sequence","70.26","",""
"09/01/2021 19:00:00 - 09/01/2021 20:00:00","BZN|LT","Without sequence","67.3","",""
"09/01/2021 20:00:00 - 09/01/2021 21:00:00","BZN|LT","Without sequence","61.16","",""
"09/01/2021 21:00:00 - 09/01/2021 22:00:00","BZN|LT","Without sequence","55.19","",""
"09/01/2021 22:00:00 - 09/01/2021 23:00:00","BZN|LT","Without sequence","43.47","",""
"09/01/2021 23:00:00 - 10/01/2021 00:00:00","BZN|LT","Without sequence","36.64","",""
"10/01/2021 00:00:00 - 10/01/2021 01:00:00","BZN|LT","Without sequence","38.84","",""
"10/01/2021 01:00:00 - 10/01/2021 02:00:00","BZN|LT","Without sequence","35.97","",""
"10/01/2021 02:00:00 - 10/01/2021 03:00:00","BZN|LT","Without sequence","34.35","",""
"10/01/2021 03:00:00 - 10/01/2021 04:00:00","BZN|LT","Without sequence","33.87","",""
"10/01/2021 04:00:00 - 10/01/2021 05:00:00","BZN|LT","Without sequence","33.84","",""
"10/01/2021 05:00:00 - 10/01/2021 06:00:00","BZN|LT","Without sequence","34.21","",""
"10/01/2021 06:00:00 - 10/01/2021 07:00:00","BZN|LT","Without sequence","34.03","",""
"10/01/2021 07:00:00 - 10/01/2021 08:00:00","BZN|LT","Without sequence","37.61","",""
"10/01/2021 08:00:00 - 10/01/2021 09:00:00","BZN|LT","Without sequence","39.09","",""
"10/01/2021 09:00:00 - 10/01/2021 10:00:00","BZN|LT","Without sequence","40.76","",""
"10/01/2021 10:00:00 - 10/01/2021 11:00:00","BZN|LT","Without sequence","44.16","",""
"10/01/2021 11:00:00 - 10/01/2021 12:00:00","BZN|LT","Without sequence","46.24","",""
"10/01/2021 12:00:00 - 10/01/2021 13:00:00","BZN|LT","Without sequence","44.76","",""
"10/01/2021 13:00:00 - 10/01/2021 14:00:00","BZN|LT","Without sequence","44.34","",""
"10/01/2021 14:00:00 - 10/01/2021 15:00:00","BZN|LT","Without sequence","45.45","",""
"10/01/2021 15:00:00 - 10/01/2021 16:00:00","BZN|LT","Without sequence","48.03","",""
"10/01/2021 16:00:00 - 10/01/2021 17:00:00","BZN|LT","Without sequence","55.17","",""
"10/01/2021 17:00:00 - 10/01/2021 18:00:00","BZN|LT","Without sequence","59.67","",""
"10/01/2021 18:00:00 - 10/01/2021 19:00:00","BZN|LT","Without sequence","56.58","",""
"10/01/2021 19:00:00 - 10/01/2021 20:00:00","BZN|LT","Without sequence","55.04","",""
"10/01/2021 20:00:00 - 10/01/2021 21:00:00","BZN|LT","Without sequence","48.05","",""
"10/01/2021 21:00:00 - 10/01/2021 22:00:00","BZN|LT","Without sequence","44.49","",""
"10/01/2021 22:00:00 - 10/01/2021 23:00:00","BZN|LT","Without sequence","40.07","",""
"10/01/2021 23:00:00 - 11/01/2021 00:00:00","BZN|LT","Without sequence","35.88","",""
"11/01/2021 00:00:00 - 11/01/2021 01:00:00","BZN|LT","Without sequence","40.6","",""
"11/01/2021 01:00:00 - 11/01/2021 02:00:00","BZN|LT","Without sequence","39.59","",""
"11/01/2021 02:00:00 - 11/01/2021 03:00:00","BZN|LT","Without sequence","37.78","",""
"11/01/2021 03:00:00 - 11/01/2021 04:00:00","BZN|LT","Without sequence","35.43","",""
"11/01/2021 04:00:00 - 11/01/2021 05:00:00","BZN|LT","Without sequence","37.29","",""
"11/01/2021 05:00:00 - 11/01/2021 06:00:00","BZN|LT","Without sequence","41.41","",""
"11/01/2021 06:00:00 - 11/01/2021 07:00:00","BZN|LT","Without sequence","42.78","",""
"11/01/2021 07:00:00 - 11/01/2021 08:00:00","BZN|LT","Without sequence","60.24","",""
"11/01/2021 08:00:00 - 11/01/2021 09:00:00","BZN|LT","Without sequence","60.42","",""
"11/01/2021 09:00:00 - 11/01/2021 10:00:00","BZN|LT","Without sequence","62.36","",""
"11/01/2021 10:00:00 - 11/01/2021 11:00:00","BZN|LT","Without sequence","62.06","",""
"11/01/2021 11:00:00 - 11/01/2021 12:00:00","BZN|LT","Without sequence","65.51","",""
"11/01/2021 12:00:00 - 11/01/2021 13:00:00","BZN|LT","Without sequence","65.5","",""
"11/01/2021 13:00:00 - 11/01/2021 14:00:00","BZN|LT","Without sequence","65.13","",""
"11/01/2021 14:00:00 - 11/01/2021 15:00:00","BZN|LT","Without sequence","62.27","",""
"11/01/2021 15:00:00 - 11/01/2021 16:00:00","BZN|LT","Without sequence","62.14","",""
"11/01/2021 16:00:00 - 11/01/2021 17:00:00","BZN|LT","Without sequence","60.56","",""
"11/01/2021 17:00:00 - 11/01/2021 18:00:00","BZN|LT","Without sequence","60.43","",""
"11/01/2021 18:00:00 - 11/01/2021 19:00:00","BZN|LT","Without sequence","58.06","",""
"11/01/2021 19:00:00 - 11/01/2021 20:00:00","BZN|LT","Without sequence","39.71","",""
"11/01/2021 20:00:00 - 11/01/2021 21:00:00","BZN|LT","Without sequence","37.11","",""
"11/01/2021 21:00:00 - 11/01/2021 22:00:00","BZN|LT","Without sequence","34.24","",""
"11/01/2021 22:00:00 - 11/01/2021 23:00:00","BZN|LT","Without sequence","33.21","",""
"11/01/2021 23:00:00 - 12/01/2021 00:00:00","BZN|LT","Without sequence","27.39","",""
"12/01/2021 00:00:00 - 12/01/2021 01:00:00","BZN|LT","Without sequence","19.43","",""
"12/01/2021 01:00:00 - 12/01/2021 02:00:00","BZN|LT","Without sequence","15.82","",""
"12/01/2021 02:00:00 - 12/01/2021 03:00:00","BZN|LT","Without sequence","19.0","",""
"12/01/2021 03:00:00 - 12/01/2021 04:00:00","BZN|LT","Without sequence","24.14","",""
"12/01/2021 04:00:00 - 12/01/2021 05:00:00","BZN|LT","Without sequence","27.0","",""
"12/01/2021 05:00:00 - 12/01/2021 06:00:00","BZN|LT","Without sequence","35.03","",""
"12/01/2021 06:00:00 - 12/01/2021 07:00:00","BZN|LT","Without sequence","40.14","",""
"12/01/2021 07:00:00 - 12/01/2021 08:00:00","BZN|LT","Without sequence","54.51","",""
"12/01/2021 08:00:00 - 12/01/2021 09:00:00","BZN|LT","Without sequence","60.64","",""
"12/01/2021 09:00:00 - 12/01/2021 10:00:00","BZN|LT","Without sequence","57.49","",""
"12/01/2021 10:00:00 - 12/01/2021 11:00:00","BZN|LT","Without sequence","59.61","",""
"12/01/2021 11:00:00 - 12/01/2021 12:00:00","BZN|LT","Without sequence","57.88","",""
"12/01/2021 12:00:00 - 12/01/2021 13:00:00","BZN|LT","Without sequence","59.64","",""
"12/01/2021 13:00:00 - 12/01/2021 14:00:00","BZN|LT","Without sequence","54.94","",""
"12/01/2021 14:00:00 - 12/01/2021 15:00:00","BZN|LT","Without sequence","50.31","",""
"12/01/2021 15:00:00 - 12/01/2021 16:00:00","BZN|LT","Without sequence","54.23","",""
"12/01/2021 16:00:00 - 12/01/2021 17:00:00","BZN|LT","Without sequence","61.5","",""
"12/01/2021 17:00:00 - 12/01/2021 18:00:00","BZN|LT","Without sequence","64.12","",""
